FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,AK,050,00,00,000,0000002,0500000US02013,02013,4,9,02,01785533,013,H1,01419964,99999,9,999,99999,18091672533,20799851130,Aleutians East,Aleutians East Borough,A,3420,679,+55.2450437,-161.9974772,04,02013,3420,3212,684,297,802,771,32,626,208,170,1,110,12,1,16,1,3,2,0,11,3,7,1,2,0,26,7,0,2,1,6,2,1,5,0,0,1,0,1,0,0,0,0,0,0,0,7,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,3420,674,2746,2566,658,297,797,771,32,11,180,156,1,108,12,1,6,1,3,2,0,10,3,7,0,2,0,18,7,0,2,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3120,2978,658,297,609,761,27,626,142,130,1,90,3,1,12,1,2,1,0,7,3,7,0,2,0,10,1,0,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,658,2462,2334,634,297,604,761,27,11,128,120,1,88,3,1,5,1,2,1,0,6,3,7,0,2,0,8,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,483,196,2200,0,0,0,0,0,2200,0,0,2200
PLST,AK,050,00,00,000,0000003,0500000US02016,02016,4,9,02,01785533,016,H5,01419965,99999,9,999,99999,11377885025,25183635754,Aleutians West,Aleutians West Census Area,S,5232,1331,+51.9594469,+178.3388130,05,02016,5232,4858,1667,259,728,1513,239,452,374,339,15,99,79,3,85,16,1,0,0,7,17,4,13,0,0,30,11,0,5,1,4,0,4,0,1,0,0,0,0,2,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5232,668,4564,4301,1585,257,709,1502,238,10,263,237,9,96,72,2,6,16,1,0,0,7,17,1,10,0,0,22,11,0,1,1,3,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579,4376,1565,259,562,1364,198,428,203,181,15,51,31,3,65,8,1,0,0,0,7,0,0,0,0,18,4,0,5,0,3,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579,583,3996,3871,1492,257,551,1364,197,10,125,110,9,48,31,2,4,8,1,0,0,0,7,0,0,0,0,11,4,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,902,429,2903,0,0,0,0,0,2903,0,232,2671
PLST,AK,050,00,00,000,0000004,0500000US02020,02020,4,9,02,01785533,020,H6,01416061,11260,1,999,99999,4420591349,621302197,Anchorage,Anchorage Municipality,C,291247,118640,+61.1742503,-149.2843294,12,02020,291247,250445,164446,14576,23661,27646,10001,10115,40802,36666,3457,14197,5216,851,8362,1202,365,247,621,498,291,283,870,163,43,3703,1048,248,67,186,737,171,409,515,106,18,54,15,22,36,11,8,34,6,0,12,402,145,27,88,16,3,1,81,18,0,19,1,1,0,2,0,26,19,7,0,0,0,0,5,5,291247,26438,264809,233536,158232,13777,22480,27281,9844,1922,31273,28274,3037,13237,4943,779,2852,1097,330,226,135,449,268,61,802,58,0,2731,892,212,63,43,664,161,81,451,16,2,46,15,10,32,1,4,29,3,0,6,241,116,16,8,16,0,0,74,5,0,5,0,1,0,0,0,22,19,3,0,0,0,0,5,5,222915,198693,134606,11298,17748,21049,6293,7699,24222,22389,1630,9185,2666,440,6000,579,187,84,430,279,90,171,544,74,30,1617,450,69,13,92,310,51,230,279,45,8,15,0,9,8,7,4,17,0,0,10,200,64,13,59,8,3,0,41,9,0,0,0,1,0,2,0,11,10,1,0,0,0,0,5,5,222915,17777,205138,186641,130417,10810,16976,20840,6216,1382,18497,17180,1455,8759,2582,403,2169,542,172,79,97,257,82,41,513,29,0,1183,397,62,13,24,285,51,53,251,5,2,11,0,4,4,0,3,12,0,0,6,119,53,8,7,8,0,0,37,5,0,0,0,1,0,0,0,10,10,0,0,0,0,0,5,5,118640,109343,9297,9049,2345,1253,144,874,74,6704,514,2563,3627
PLST,AK,050,00,00,000,0000005,0500000US02050,02050,4,9,02,01785533,050,H5,01419966,99999,9,999,99999,105223804364,12764675306,Bethel,Bethel Census Area,S,18666,5984,+60.9291413,-160.1526246,05,02050,18666,17650,1665,85,15632,202,2,64,1016,958,14,708,37,5,61,64,0,0,3,32,25,6,3,0,0,53,17,0,0,4,19,2,5,1,3,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,18666,207,18459,17514,1628,84,15580,201,2,19,945,898,14,691,33,5,26,64,0,0,0,31,25,6,3,0,0,42,16,0,0,4,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,12130,11554,1419,78,9814,180,2,61,576,555,8,416,20,0,46,22,0,0,0,16,18,6,3,0,0,20,11,0,0,0,2,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12130,144,11986,11452,1389,77,9785,180,2,19,534,518,8,410,16,0,19,22,0,0,0,16,18,6,3,0,0,15,10,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5984,4897,1087,455,243,222,21,0,0,212,18,5,189
PLST,AK,050,00,00,000,0000006,0500000US02060,02060,4,9,02,01785533,060,H1,01419967,99999,9,999,99999,1248315815,949775630,Bristol Bay,Bristol Bay Borough,A,844,857,+58.7416610,-156.9668053,04,02060,844,701,370,6,305,5,3,12,143,123,4,88,5,3,5,2,1,0,0,3,7,2,3,0,0,17,2,5,2,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,844,45,799,669,357,6,296,5,3,2,130,120,4,85,5,3,5,2,1,0,0,3,7,2,3,0,0,10,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,572,332,3,223,5,3,6,86,80,4,61,1,0,4,0,1,0,0,3,3,0,3,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,658,25,633,550,323,3,216,5,3,0,83,80,4,61,1,0,4,0,1,0,0,3,3,0,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,357,500,36,0,0,0,0,0,36,0,6,30
PLST,AK,050,00,00,000,0000007,0500000US02063,02063,4,9,02,01785533,063,H5,02804400,99999,9,999,99999,24682168359,14538928722,Chugach,Chugach Census Area,S,7102,3565,+60.4884737,-146.2030924,05,02063,7102,6342,4907,49,669,529,62,126,760,714,36,393,108,2,149,0,7,3,4,0,1,4,6,0,1,38,6,0,0,5,9,0,9,0,2,2,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7102,397,6705,6085,4768,46,657,527,61,26,620,593,36,377,106,0,56,0,7,1,2,0,1,1,6,0,0,26,6,0,0,5,8,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5456,4996,3904,44,506,404,42,96,460,427,12,253,46,2,103,0,0,1,1,0,0,4,5,0,0,25,4,0,0,3,8,0,7,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5456,259,5197,4830,3828,41,498,404,41,18,367,350,12,244,44,0,42,0,0,1,1,0,0,1,5,0,0,16,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565,2788,777,283,40,4,8,28,0,243,47,104,92
PLST,AK,050,00,00,000,0000008,0500000US02066,02066,4,9,02,01785533,066,H5,02804401,99999,9,999,99999,63952335592,1217429937,Copper River,Copper River Census Area,S,2617,2769,+62.0344790,-143.9221674,05,02066,2617,2335,1611,8,663,17,10,26,282,246,3,195,15,7,9,5,0,1,0,3,0,1,4,3,0,25,4,0,0,1,4,2,5,0,2,0,3,2,0,0,1,0,0,0,0,1,10,1,0,5,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2617,84,2533,2284,1591,6,645,17,10,15,249,231,3,190,13,7,6,5,0,1,0,3,0,0,3,0,0,11,4,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2031,1864,1348,7,460,17,8,24,167,147,1,115,7,4,9,2,0,1,0,0,0,1,4,3,0,13,3,0,0,0,0,2,3,0,2,0,3,0,0,0,0,0,0,0,0,0,6,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2031,49,1982,1831,1336,5,450,17,8,15,151,136,1,114,5,4,6,2,0,1,0,0,0,0,3,0,0,8,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2769,1134,1635,28,0,0,0,0,0,28,0,0,28
PLST,AK,050,00,00,000,0000009,0500000US02068,02068,4,9,02,01785533,068,H1,01419988,99999,9,999,99999,32740165582,66105677,Denali,Denali Borough,A,1619,1606,+63.6820386,-150.0270164,04,02068,1619,1480,1382,11,61,13,5,8,139,128,4,61,22,1,30,0,1,0,1,5,1,1,1,0,0,6,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1619,32,1587,1466,1378,9,59,13,3,4,121,110,4,61,20,1,16,0,0,0,0,5,1,1,1,0,0,6,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1291,1210,1124,10,55,13,0,8,81,75,0,35,9,1,25,0,0,0,1,3,0,1,0,0,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1291,28,1263,1198,1120,8,53,13,0,4,65,59,0,35,7,1,12,0,0,0,0,3,0,1,0,0,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1606,748,858,22,0,0,0,0,0,22,0,0,22
PLST,AK,050,00,00,000,0000010,0500000US02070,02070,4,9,02,01785533,070,H5,01419968,99999,9,999,99999,47484825242,5943879883,Dillingham,Dillingham Census Area,S,4857,2405,+59.5433255,-158.2671226,05,02070,4857,4361,799,25,3453,48,9,27,496,441,6,323,4,7,28,38,0,0,1,31,1,2,0,0,0,47,9,0,7,7,18,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4857,146,4711,4262,770,19,3412,45,9,7,449,405,6,316,2,1,12,37,0,0,1,29,1,0,0,0,0,41,7,0,7,7,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3319,3020,662,24,2268,36,5,25,299,264,4,198,2,1,28,17,0,0,0,13,1,0,0,0,0,32,7,0,0,7,12,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,87,3232,2962,642,19,2253,36,5,7,270,241,4,192,2,1,12,16,0,0,0,13,1,0,0,0,0,28,7,0,0,7,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405,1558,847,76,16,16,0,0,0,60,0,0,60
PLST,AK,050,00,00,000,0000011,0500000US02090,02090,4,9,02,01785533,090,H1,01419969,21820,1,999,99999,18997068212,259343323,Fairbanks North Star,Fairbanks North Star Borough,A,95655,42659,+64.6760436,-146.5481586,04,02090,95655,83485,65971,4014,7555,3104,604,2237,12170,11139,1029,4867,1434,158,2894,224,71,28,203,53,27,63,80,7,1,928,294,68,9,64,172,28,145,82,35,3,5,3,1,6,3,0,4,0,0,6,93,17,4,23,7,4,0,22,3,0,6,0,0,0,0,7,6,0,6,0,0,0,0,4,4,95655,7320,88335,78708,63178,3804,7299,3031,584,812,9627,8936,915,4591,1348,143,1352,219,71,28,103,49,20,22,69,6,0,630,245,62,9,11,148,18,28,81,9,0,0,3,1,6,0,0,4,0,0,5,54,17,3,9,5,0,0,12,0,0,1,0,0,0,0,7,6,0,6,0,0,0,0,1,1,72748,65340,52094,3157,5356,2622,419,1692,7408,6909,430,3074,726,88,2133,92,42,11,149,31,4,51,70,7,1,443,138,15,3,35,77,8,88,48,16,0,4,0,0,5,0,0,0,0,0,6,55,11,3,16,7,4,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,1,1,72748,5007,67741,61876,50113,3023,5183,2564,411,582,5865,5547,382,2948,689,88,1090,87,42,11,91,29,4,21,59,6,0,290,104,15,3,10,67,8,16,48,9,0,0,0,0,5,0,0,0,0,0,5,27,11,2,2,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,42659,36521,6138,3985,719,332,104,283,0,3266,346,2322,598
